ID,Số con gái,Số con trai,Tổng,Sống cùng,Không sống cùng
118826,0,0,1,1,0
109229,0,0,0,0,0
112017,0,0,0,0,0
129605,0,0,1,0,0
1560,0,0,0,0,0
65157,0,0,0,0,0
9064,0,0,0,0,0
119020,0,0,3,3,0
103369,0,2,2,0,0
100747,0,0,0,0,0
124560,0,0,2,1,1
129036,0,0,0,0,0
107760,0,0,1,0,0
67411,0,0,0,0,0
67367,0,0,0,0,0
107747,1,0,1,0,1
103324,1,0,1,1,0
128632,0,0,0,0,0
124873,0,0,0,0,0
67753,0,0,0,0,0
104392,0,0,0,0,0
128161,0,0,0,0,0
99464,0,1,1,1,0
9093,0,0,0,0,0
8508,0,0,0,0,0
92925,0,0,0,0,0
99268,0,0,0,0,0
131579,0,0,2,0,0
129092,0,0,0,0,0
54328,0,0,0,0,0
132933,0,0,0,0,0
82297,0,0,0,0,0
107711,0,0,0,0,0
114049,0,0,0,0,0
44788,0,0,0,0,0
4815,0,0,0,0,0
54181,0,0,1,0,0
107111,1,1,2,2,0
131385,0,0,0,0,0
98713,0,2,2,0,2
128932,0,0,1,1,0
102889,0,0,0,0,0
109214,0,0,0,0,0
117164,1,2,3,2,1
9005,0,0,0,0,0
102461,0,0,0,0,0
117690,0,0,2,2,0
67631,0,0,0,0,0
112435,0,0,0,0,0
124905,0,0,1,1,0
117941,0,0,0,0,0
106864,0,0,0,0,0
129615,0,0,0,0,0
124872,0,0,0,0,0
93487,0,0,2,2,0
107619,0,0,0,0,0
119303,0,0,0,0,0
49559,0,0,0,0,0
121364,0,0,0,0,0
111238,0,0,0,0,0
131664,0,0,0,0,0
76859,1,0,1,1,0
103814,0,0,0,0,0
3069,0,0,0,0,0
102927,0,0,0,0,0
5177,0,0,0,0,0
7096,1,1,2,2,0
117792,0,0,0,0,0
106560,0,0,0,0,0
67090,0,0,1,0,0
130461,0,0,0,0,0
13795,0,0,0,0,0
4336,0,0,0,0,0
125730,0,0,0,0,0
122128,0,0,0,0,0
129180,0,0,0,0,0
113617,0,0,0,0,0
113206,0,0,0,0,0
9296,0,0,0,0,0
67756,0,1,1,1,0
98594,0,0,0,0,0
52781,0,2,2,1,1
65793,0,0,0,0,0
54269,0,0,0,0,0
98679,1,0,2,1,1
102591,0,0,0,0,0
82013,0,0,0,0,0
116802,0,0,0,0,0
8933,0,0,0,0,0
53865,0,1,1,1,0
66095,0,0,0,0,0
120881,0,0,1,0,1
67464,0,0,2,0,0
117544,0,0,0,0,0
116213,0,0,0,0,0
7833,0,0,0,0,0
6088,0,0,0,0,0
9402,0,0,0,0,0
5428,0,0,0,0,0
6318,0,0,0,0,0
60285,0,0,0,0,0
9379,0,0,0,0,0
122301,0,0,0,0,0
66714,0,0,0,0,0
