ID,height
98594,
52781,160.0
65793,158.0
54269,160.0
98679,172.0
102591,175.0
82013,158.0
116802,164.0
8933,
53865,172.0
66095,165.0
120881,16.0
67464,155.0
117544,15.4
116213,157.0
7833,160.0
6088,16.599999999999998
9402,158.0
5428,165.0
6318,166.0
60285,156.0
9379,173.0
122301,169.0
66714,168.0
122638,165.0
113139,166.0
67174,165.0
113372,167.0
8597,163.0
5637,163.0
2953,167.0
66837,162.0
111073,173.0
67473,160.0
123176,162.0
112916,176.0
113858,156.0
66356,170.0
2501,170.0
107699,160.0
67004,168.0
53899,156.0
4397,162.0
129250,170.0
104247,150.0
130733,157.0
107577,168.0
3102,176.0
55499,180.0
106416,164.0
92848,167.0
4672,170.0
9487,165.0
119635,152.0
102622,155.0
4961,163.0
126215,150.0
112949,167.0
117357,164.0
103725,172.0
112592,17.0
107063,
3329,168.0
111839,160.0
67176,156.0
98791,152.0
4418,168.0
4441,168.0
113194,172.0
65911,157.0
57745,17.2
67401,168.0
55652,16.9
113650,170.0
105807,167.0
2397,154.0
105227,168.0
1899,
66699,153.0
67102,172.0
107445,162.0
54020,163.0
4363,158.0
8587,155.0
93880,176.0
113077,168.0
8111,170.0
73147,170.0
101819,165.0
55384,167.0
126443,168.0
47943,165.0
116588,172.0
9074,175.0
111008,172.0
91983,167.0
53371,165.0
66122,158.0
103878,168.0
57719,155.0
81888,165.0
91790,155.0
66711,16.0
102650,172.0
8771,177.0
51751,170.0
67228,157.0
99873,163.0
99845,166.0
1074,16.0
104039,160.0
834,
104852,168.0
50979,175.0
58086,156.0
2357,154.0
113586,160.0
100012,162.0
9596,168.0
117201,165.0
110583,170.0
129701,173.0
127352,164.0
2507,150.0
108999,170.0
4790,155.0
8082,165.0
102528,147.0
129507,155.0
8503,160.0
2699,174.0
40781,166.5
105817,153.0
99627,158.0
82464,165.0
126370,156.0
82336,175.0
5672,160.0
44029,153.0
79934,165.0
5454,15.5
98853,175.0
4835,173.0
52229,160.0
9412,175.0
115581,171.0
55209,149.0
2960,165.0
114296,160.0
121324,170.0
59173,155.0
103849,165.0
3840,175.0
67205,16.7
2701,152.0
